id,college_whynot,college_excited,college_challenge,gender_cat,so_cat,race_assn,parent_edu,primary_english,where_college
R_2rAxo4mcRgSUqB6,,BECOMING MORE INDEPENDENT AND THE OPPORTUNITY TO START THE REST OF MY LIFE,ACADEMICS SINCE BERKELEY IS VERY COMPETITIVE AND NOTORIOUS FOR BEING DIFFICULT FOR STEM,cis woman,straight/heterosexual ,White/Non-Hispanic,Associate degree,Yes,University of California (UC)
R_1LLnp0E8PsNLeLs,,GETTING BOBA BEFORE CLASS AND TAKING LOTS OF NOTES AND REVIEWING THEM AFTER CLASS,GETTING GOOD SCORES ON ASSIGNMENTS AND TO STOP BEING LAZY AND GET WORK DONE.,cis woman,prefer not to say,Other,High school diploma,Yes,California State University (CSU)
R_27lYHHl9nc63nso,,I AM EXCITED TO PURSUE A SUBJECT THAT I'M INTERESTED IN AND EXPLORE A CAREER FIELD I WILL HOPEFULLY BE A PART OF.,MY BIGGEST CHALLENGE IS COLLEGE WILL LIKELY BE THE ABILITY TO FINANCIALLY SUPPORT MYSELF.,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,University of California (UC)
R_2vk3WGEXc1Gfjb8,,"I'M MOST EXCITED ABOUT THE DIVERSE RANGE OF ACADEMIC OPPORTUNITIES IN COLLEGE. I'VE ALWAYS BEEN PASSIONATE ABOUT SCIENCE, AND I CAN'T WAIT TO TAKE ADVANCED COURSES IN BIOLOGY, CHEMISTRY, AND PHYSICS. I'M EXCITED TO LEARN FROM KNOWLEDGEABLE PROFESSORS, CONDUCT RESEARCH, AND PARTICIPATE IN HANDS-ON EXPERIMENTS. COLLEGE WILL PROVIDE ME WITH THE CHANCE TO EXPLORE MY SCIENTIFIC INTERESTS FURTHER AND PAVE THE WAY FOR POTENTIAL FUTURE CAREER PATHS IN THE FIELD. THE THOUGHT OF EXPANDING MY KNOWLEDGE AND SKILLS IN SUCH A STIMULATING ACADEMIC ENVIRONMENT IS TRULY EXCITING TO ME.","I BELIEVE THAT ONE OF THE BIGGEST CHALLENGES I'LL FACE IN COLLEGE IS THE ACADEMIC RIGOR. HIGH SCHOOL HAS PROVIDED A SOLID FOUNDATION, BUT I EXPECT COLLEGE COURSES TO BE MUCH MORE DEMANDING AND REQUIRE A HIGHER LEVEL OF CRITICAL THINKING AND SELF-DISCIPLINE. I ANTICIPATE HAVING TO MANAGE HEAVY WORKLOADS, CHALLENGING ASSIGNMENTS, AND STUDYING FOR EXAMS WHILE ADAPTING TO A FASTER PACE OF LEARNING. THE TRANSITION FROM THE STRUCTURED ENVIRONMENT OF HIGH SCHOOL TO THE MORE INDEPENDENT AND SELF-DIRECTED NATURE OF COLLEGE ACADEMICS MIGHT BE A SIGNIFICANT ADJUSTMENT FOR ME. HOWEVER, I'M ALSO EXCITED ABOUT THE OPPORTUNITY TO DEVELOP STRONG STUDY SKILLS, SEEK HELP FROM PROFESSORS AND ACADEMIC RESOURCES, AND GROW ACADEMICALLY DURING THIS CHALLENGING PERIOD.",cis woman,prefer not to say,Black/African American,High school diploma,Yes,Private four-year college/university in California
R_YayeP3PxhFBGJ8Z,,"I’M EXCITED TO FURTHER MY EDUCATION, JOIN CLUBS, MEET NEW PEOPLE, AND FINISH MY EDUCATION INTERNATIONALLY AT A UK UNIVERSITY.",KEEPING UP WITH A GOOD SENSE OF TIME MANAGEMENT.,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California Community College (CCC)
R_2U0gm8FDHPc2mJz,,NO,NO,nonbinary,bisexual/pansexual/omnisexual,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_2agKYA3xXKpdbSG,,BEING ABLE TO MAKE NEW FRIENDS AND DEVELOP LIFE LONG RELATIONSHIPS.,BEING ABLE TO MAINTAIN STRESS,cis man,straight/heterosexual ,Black/African American,High school diploma,Yes,College outside of California
R_1owpZAsYPWDt2Co,,NEW EXPERIENCES AND GETTING ONE MORE STEP CLOSER TO MY GOAL,SOCIALIZING,cis woman,bisexual/pansexual/omnisexual,Black/African American,High school diploma,Yes,California Community College (CCC)
R_22OWJ2NmNJ2Ooy4,,"THE NEW EXPERIENCES IN CLASS, THE ENVIRONMENT.",STAYING ON TOP OF MY WORK/NOT PROCRASTINATING.,cis woman,prefer not to say,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_1mzmTjMaEGNjsNF,,I AM EXCITED TO MEET NEW PEOPLE AND EXPLORE MORE CAREER PATHS AVAILABLE TO ME IN STEM.,I THINK THE BIGGEST CHALLENGE I WILL FACE IN COLLEGE IS HAVING THE CONFIDENCE TO ASK FOR HELP.,cis woman,gay or lesbian,Hispanic/Latinx,High school diploma,No,California State University (CSU)
R_riO2tagqUgc7HX3,,TO BE ABLE TO START OVER- I'VE GONE TO THE SAME SCHOOL FOR 6 YEARS AND I AM EXCITED TO SEE WHO I BECOME WHEN AWAY FROM THE ROUTINE.,"LIKELY IT WILL BE SOCIAL, I'M COMING FROM A DIVERSE ARTS SCHOOL IN SOUTHERN CALIFORNIA AND GOING TO A VERY PREPPY/GRANOLA SCHOOL IN RURAL NEW YORK. I'M NOT SURE I WILL FIT IN.",cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_1DCNwrdojemTgt3,,I EXCITED TO BE ABLE TO WORK TOWARDS MY FUTURE AFTER SCHOOL FOR WHEN I'M IN MY MID TWENTIES.,I THINK MY BIGGEST CHALLENGE IS GOING TO BE MANAGING AND PAYING FOR MY EDUCATION ONCE I TRANSFER TO A FOUR YEAR COLLEGE IN 2 TO 3 YEARS ONCE THIS FALL SEMESTER STARTS.,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California Community College (CCC)
R_3oHfZIxbu4sRoLj,,STUDYING PHYSICS,"MANAGING TIME AND ROOMING WITH OTHER PEOPLE, FOOD",cis man,straight/heterosexual ,Asian,Bachelor's degree,Yes,University of California (UC)
R_1QE2ll3xSKff5dN,,NEW EXPERIENCES,,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_3KxBCjXxZPrjvuc,,I'M EXCITED TO MOVE TO A NEW PLACE AND LIVE WITH PEOPLE WHO ARE INTERESTED IN SIMILAR THINGS AND WHO ARE MY AGE. I CAN'T WAIT TO HAVE A NEW START AND LEARN ABOUT THINGS THAT I LOVE!,I HAVE PROBLEMS WITH PROCRASTINATION AND MOTIVATION AND I'M WORRIED I WILL FALL INTO OLD HABITS WITH HOMEWORK AND STUDYING,trans man,gay or lesbian,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_2frC7fD0RolJw67,,TO NOT HAVE AS MUCH STRUCTURE AS HIGH SCHOOL AND BEING ABLE TO TAKE ADVANTAGE OF DOWN TIME I HAVE.,I THINK THE BIGGEST CHALLENGE I’LL FACE IN COLLEGE IS BEING ABLE TO HANDLE THE RIGOROUS COURSES.,cis man,straight/heterosexual ,Asian,Associate degree,Yes,California Community College (CCC)
R_1BOTc5ECFRb7CXN,,"INTERESTING COURSEWORK, MAKING NEW FRIENDS","MENTAL HEALTH ISSUES, HOMESICKNESS, GETTING ATTENTION AT A LARGE UNIVERSITY",cis woman,bisexual/pansexual/omnisexual,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_UlsGw9fa7TSrfk5,,TO COMPLETE MY CAREER,BEING SOCIAL,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_BLJkAMyXfVnI4Kt,,THE EXPERIENCE OF A 4 YEAR,THE CLASSES AND SOCIAL ASPECTS,cis woman,prefer not to say,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_3KZN0OLiWhHOBB8,,BEING ABLE TO LEARN ABOUT THE THINGS I WANT TO LEARN ABOUT.,I THINK MONEY WILL BE MY BIGGEST CHALLENGE.,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California Community College (CCC)
R_114xiHNxd1v37A8,,MEETING NEW PEOPLE,MAINTAINING STRAIGHT A'S,cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,High school diploma,Yes,California Community College (CCC)
R_pQm4rnMXvmBAkDf,,MAKING NEW FRIENDS AND LEARNING A SUBJECT THAT I CHOOSE,"MAKING FRIENDS, FINDING MY WAY THROUGH MY CLASSES AND SOCIALIZING",cis man,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_1lsrtFT6B5IdC6v,,NOTHING MUCH. I DO NOT LIKE SCHOOL I’M JUST GOING TO COLLEGE TO HAVE THE TITLE AND RECEIVE AN ASSOCIATES DEGREE.,MATH CLASS,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_2Y4mqhnXPQeK1DX,,"NEW EXPERIENCES, NEW PEOPLE AND BUILDING SKILLS","FITTING IN, MAKING FRIENDS I'M AWKWARD",cis woman,bisexual/pansexual/omnisexual,White/Non-Hispanic,High school diploma,Yes,California Community College (CCC)
R_1ITyC3f2CmquWHT,,MEETING NEW PEOPLE,MEETING NEW PEOPLE,cis man,prefer not to say,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_2ZNDtnJkyESNr9V,,DEFINITELY MEETING NEW PEOPLE WHO I CAN GROW NICE AND LONG RELATIONSHIPS WITH. AS WELL AS BEGINNING MY JOURNEY FOR THE CAREER THAT I’VE BEEN DREAMING OF FOR YEARS NOW.,I BELIEVE IT WILL BE THE CHALLENGE OF TRYING TO DO GOOD IN SCHOOL AND BALANCING THAT AND WORK LIFE.,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_31BoDXVx2ePfrqV,,LEARNING WHAT INTERESTS ME.,JUGGLING A COLLEGE ACADEMIC WORKLOAD.,cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California Community College (CCC)
R_4YFudMtnuIfJJYZ,,LIVING ON MY OWN,"JUGGLING ACADEMICS WITH SOCIAL, WORK, AND FAMILY RESPONSIBILITIES",cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_2TGIvbZyD0z5VZb,,THE EXPERIENCE AND THE INDEPENDENCE THAT UNIVERSITY WILL OFFER.,BEING ABLE TO KEEP UP WITH THE WORK LOAD.,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,California State University (CSU)
R_2vewgKoLofAELx2,,I'M VERY READY TO BE IN AN ENVIRONMENT THAT'S LEGITIMATELY EXCITED ABOUT LEARNING.,GETTING USED TO HAVING SO MANY PHYSICAL CLASSES WILL BE A BIT OF A STRUGGLE.,cis woman,asexual/aromantic/demisexual,Black/African American,Bachelor's degree,Yes,College outside of California
R_3g2alJvAY11zu30,,MEETING NEW PEOPLE. WORKING ON MY CRAFT.,"HOMESICKNESS, WORK LOAD",nonbinary,asexual/aromantic/demisexual,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_3iOsJsXJOSQzxAb,,GATHERING NEW EXPERIENCES,BEING AWAY FROM HOME FOR THE FIRST TIME,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California State University (CSU)
R_2CgrmSkaSMPnyQQ,,GETTING MY DEGREE,"BALANCING SCHOOL, WORK, FAMILY, AND FRIENDS.",cis woman,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,California Community College (CCC)
R_3CJck6vQmHIv2Bj,,I GUESS I'M MOST EXCITED FOR THE FREEDOMS THAT COME WITH BEING IN COLLEGE VS BEING IN HIGH SCHOOL,PROBABLY PAYING FOR EVERYTHING,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",Yes,California Community College (CCC)
R_3a8OvJZuBtkDZol,,I AM EXCITED TO BE ABLE TO LEARN WHAT I WANT TO LEARN -- I THINK EDUCATION WILL BECOME MUCH MORE MEANINGFUL.,"I AM GENERALLY INTROVERTED AND TEND TO STICK TO MY ROUTINES, SO GOING TO COLLEGE WILL MOST DEFINITELY BE A STEP OUT OF MY COMFORT ZONE.",cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,University of California (UC)
R_2Qh1tguQvdi1kvF,,THE EXPERIENCE,PAYING FOR ALL THE EXPENSES,cis woman,straight/heterosexual ,White/Non-Hispanic,High school diploma,Yes,Private four-year college/university in California
R_2sYI5E0D849S5p0,,"TO LEARN NEW THINGS, MEET NEW PEOPLE, EXPLORE A NEW CITY, AND STUDY ABROAD.","BALANCING ACADEMIC WORK, WORK, AND SOCIAL LIFE.",cis woman,other/queer/questioning,Hispanic/Latinx,Bachelor's degree,Yes,College outside of California
R_d090w0bpBbJtY1b,,"I AM EXCITED FOR THE NEW OPPORTUNITIES IT WILL BRING, THE FRIENDSHIPS, THE ABILITY TO GO TO COLLEGE WITH MY COUSIN, AND FURTHERING MY EDUCATION.","I THINK FIGURING OUT TIME MANAGEMENT WILL BE THE BIGGEST THING, AS WELL AS JUST ADJUSTING TO THE NEW SETTINGS AND LIVING WITH ROOMMATES.",cis woman,straight/heterosexual ,American Indian/Alaskan Native,Bachelor's degree,Yes,University of California (UC)
R_pc2itsjeHJiwlNf,,LEAVING HIGH SCHOOL AND ACTUALLY DOING SOMETHING I WANT TO BE DOING.,"EVERYTHING. TIME MANAGEMENT, SOCIAL AND HOME LIFE BALANCE, WORK.",cis woman,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,No,California Community College (CCC)
R_3nl8w1WGWvQ0wyQ,,"MEETING NEW PEOPLE, BASEBALL",AFFORDING COLLEGE,cis man,straight/heterosexual ,Black/African American,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_2wmNzmjhI7ZGSVH,,GETTING THE OPPORTUNITY TO INTERACT WITH DIFFERENT TYPE OF PEOPLE.,BEING ABLE TO JOIN THE CIRCLE AND BEING ABLE TO FIND PEOPLE THAT I RELATE TO.,cis woman,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",No,University of California (UC)
R_AarcGTA0WQwqUH7,,PLAYING BASEBALL,JUGGLING SPORTS AND SCHOOL,cis man,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,College outside of California
R_9RBoyBOt1Grejeh,,HAVING A FRESH START AWAY FROM HIGH SCHOOL.,"MY MENTAL HEALTH, DEALING WITH GRIEF",nonbinary,bisexual/pansexual/omnisexual,Filipino,Bachelor's degree,No,California Community College (CCC)
R_2XaFDgDkA15SRKm,,NEW OPPORTUNITIES AND NEW BEGINNINGS,BIG CHANGES,cis woman,straight/heterosexual ,White/Non-Hispanic,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,Private four-year college/university in California
R_2QYCR48JokY6Rxj,,MEETING NEW PEOPLE AND GETTING MORE EDUCATION.,HAVING A GOOD ACADEMIC STANDING AND BEING SOCIAL,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_3LYoAhmIzcGhibP,,I THINK IT WOULD BE THE DEDICATED TIME TO GET THE DEGREE AND THE SELECTED CLASS FOR THE COURSE.,THE SAVING MONEY AND THE INCOME FOR THE ROOM (IF I APPLIED).,cis woman,prefer not to say,Hispanic/Latinx,High school diploma,No,"Vocational, technical, or career college in California"
R_1rGjVRaJPXP4HhD,,GETTING MY SHIT DONE,MEETING PEOPLE,cis woman,straight/heterosexual ,Filipino,Bachelor's degree,No,California Community College (CCC)
R_2chKX5MgRKo25j9,,,CLASSES,cis man,straight/heterosexual ,Asian,"Graduate/Professional degree beyond Bachelor's degree (Master's, PhD, JD, MD, etc.)",Yes,California Community College (CCC)
R_325yssn6YNRZfEg,,MAKING NEW FRIENDS AND EXTRACURRICULAR ACTIVITIES,STAYING ON TOP OF WORK,cis man,straight/heterosexual ,Filipino,"Some college, no college degree",Yes,University of California (UC)
R_UisMW9EGK6dVXjP,,I’LL BE EXPOSED TO A NEW ENVIRONMENT. I’LL BE AN ADULT NOW STUDYING AND WORKING CLOSER TO MY CAREER,BALANCING EVERYTHING IN MY LIFE TO MAKE SURE I STAY FOCUSED IN SCHOOL.,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,University of California (UC)
R_1ik90T3wwsa5pL2,,WORKING TOURS MY NURSING DEGREE.,MONEY AND FITTING IN,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_1l9QXDAuTH9G3qH,,TO START MY CAREER AND EDUCATION IN AVIATION.,I THINK THE BIGGEST CHALLENGE I’LL FACE IN COLLEGE WILL BE PAYING AND WORKING TO PAY FOR COLLEGE,cis man,straight/heterosexual ,Hispanic/Latinx,High school diploma,No,California Community College (CCC)
R_2dF99SUwEAtF8ia,,TO BE ON MY OWN AND GET TO LEARN MORE ABOUT THE THINGS I AM PASSIONATE ABOUT WITH FRIENDS!!,"STRESS MANAGEMENT, I HAVE A LOT OF ANXIETY USUALLY AND GET OVERWHELMED EASILY.",cis woman,asexual/aromantic/demisexual,Asian,Bachelor's degree,Yes,University of California (UC)
R_1i3eUgFAzfoVe4p,,"MEETING NEW PEOPLE, BEING AWAY FROM HOME, AND LEARNING MANY THINGS.",THE FINANCIAL PART,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California State University (CSU)
R_82GVY1tSkyx2SRj,,"CLASSES, INDEPENDENCE, FRIENDS, RESEARCH OPPORTUNITIES",PAYING FOR COLLEGE AND FINDING A JOB,cis woman,gay or lesbian,Filipino,Bachelor's degree,Yes,University of California (UC)
R_2wMpVNuHUkBkSPn,,"LEARNING ABOUT THING I’M ACTUALLY INTERESTED IN, NEW PEOPLE AND NEW EXPERIENCES",TRYING TO GET GOOD GRADES. MY MAJOR IS HARD SO GETTING GOOD GRADES IS GOING TO BE TOUGH.,cis man,straight/heterosexual ,Hispanic/Latinx,Associate degree,Yes,California State University (CSU)
R_22mC1rCJuzmBxun,,BEING ON MY OWN.,BALANCING WORK AND SCHOOL ETHICS.,cis woman,straight/heterosexual ,Black/African American,High school diploma,Yes,California Community College (CCC)
R_2TsN7k4exDjwlNv,,FURTHERING MY STUDIES OF SCIENCE AND LEARNING ABOUT THINGS I AM INTERESTED IN. I AM ALSO VERY EXCITED TO BE ABLE TO MOVE OUT AND LIVE IN MY OWN SPACE WITHOUT HAVING TO DEAL WITH ANYONE.,DISABILITY ACCOMODATIONS,trans man,gay or lesbian,White/Non-Hispanic,Bachelor's degree,Yes,California State University (CSU)
R_1OQ4d4gKTRgDGGk,,TO COMPETE AT THE COLLEGIATE LEVEL FOR TRACK AND FIELD,MAKING FRIENDS AND ADJUSTING TO THE WORK LOAD,cis man,straight/heterosexual ,White/Non-Hispanic,Bachelor's degree,Yes,Private four-year college/university in California
R_31sXVPfT6upk5Ot,,I AM MOST EXCITED ABOUT THE EXPERIENCE BEING ABLE TO START FRESH ACADEMICALLY AND SOCIALLY AS I FEEL I DID NOT PERFORM MY GREATEST THROUGHOUT HIGH SCHOOL.,"I BELIEVE THE BIGGEST CHALLENGE I WILL FACE THROUGHOUT COLLEGE IS BEING ABLE TO AFFORD EDUCATION AS I FEEL THAT AS LONG AS I DISCIPLINE MYSELF AS I DID MY LAST YEAR OF HIGH, I CAN DO WELL ACADEMICALLY.",cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_2YMbrPJF9ZzZGgG,,SOME OF THE COURSES FOR FORENSICS,PROCRASTINATION,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_3hchvVXPwKGi2kV,,JUST LEARN AND MAKING NEW FRIENDS,JUST BEING ON MY OWN I GUESS,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,Yes,California Community College (CCC)
R_2rUZTQCDgMjjIvH,,HAVING MY OWN LIFE AND BEING INDEPENDENT,STUDYING THE PSYCHOLOGY PORTION AND THE WORK ETHIC I NEED TO HAVE ALSO JUST TRYING TO TAKE CARE OF MYSELF,cis woman,straight/heterosexual ,Hispanic/Latinx,"Some college, no college degree",No,California State University (CSU)
R_3lt1MjY4HGAEJbb,,GETTING A DEGREE,BEING SOCIAL,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_1ritvjQXT3FTEXl,,MEETING NEW PEOPLE AND PURSUING HIGHER EDUCATION,STAYING ON TOP OF MY WORK AND KEEPING BALANCE,cis man,straight/heterosexual ,Hispanic/Latinx,Bachelor's degree,Yes,California Community College (CCC)
R_1dGZlqKLfwPoQhh,,"MEETING NEW PEOPLE, NETWORKING, LIVING AWAY FROM HOME, BEING IN A NEW CITY, ENVIRONMENT","ADJUSTING TO LIVING INDEPENDENTLY WITHOUT PARENTAL SUPPORT, NAVIGATING SCHOOL CLASSES AND MANAGING TIME MANAGEMENT",cis man,straight/heterosexual ,Filipino,Bachelor's degree,Yes,California State University (CSU)
R_2Ec2AM5ixN2kNLz,,BEING AWAY FROM HOME AND MEETING NEW PEOPLE.,BALANCING SOCIAL/WORK AND SCHOOL LIFE.,cis woman,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California State University (CSU)
R_2VxsuvuJKbZFm7X,,I’M MOST EXCITED ABOUT BECOMING INDEPENDENT AND WORKING AROUND MY OWN SCHEDULE.,I THINK IT WILL BE BALANCING ALL OF MY NEW RESPONSIBILITIES.,cis man,straight/heterosexual ,Pacific Islander,Bachelor's degree,Yes,California State University (CSU)
R_vSjYFpR47K1vMI1,,I’M SUPER EXCITED TO GO INTO MY MAJOR! I’M ALSO EXCITED TO BE COMMUTING BETWEEN HOME AND COLLEGE. I WANT TO FEEL THE FREEDOM,COMMUTING AND KEEPING UP FINANCIALLY. I KNOW THAT’S GONNA BE A REALLY BIG CHALLENGE OF MINE,cis woman,bisexual/pansexual/omnisexual,Hispanic/Latinx,"Some college, no college degree",Yes,California State University (CSU)
R_124tR4RW0scmmX9,,MEETING NEW PEOPLE!!,ADJUSTING TO LIVING WITHOUT MY PARENTS,cis woman,bisexual/pansexual/omnisexual,Asian,"Some college, no college degree",Yes,College outside of California
R_2Vrxz8q3pg46Hah,,BEING ABLE TO FINALLY BE ON MY OWN AND FOCUS ON WHAT I WANT TO LEARN. FINALLY TAKING A STEP IN THE DIRECTION I WANT TO FOCUS ON.,"DEFINITELY FINDING MONEY AND FUNDS OR EVEN TRYING TO KEEP UP WITH THE WORKLOAD. MY HIGH SCHOOL PREPARED ME PRETTY WELL, BUT I’M STILL A LITTLE WORRIED.",cis man,straight/heterosexual ,White/Non-Hispanic,"Some college, no college degree",Yes,California State University (CSU)
R_3FRskxxOwdyWc5K,,JUST EXPERIENCING ADULTHOOD AND BECOMING MORE INDEPENDENT,IT WOULD BE SOCIALIZING AND ASKING FOR HELP,cis woman,straight/heterosexual ,Hispanic/Latinx,High school diploma,Yes,California Community College (CCC)
R_1qXvZP84fdJlPxp,,I WILL FINALLY BE ABLE TO MOVE AWAY FROM THE BUSY WORK THATS GIVEN AND BE ABLE TO HAVE A FOCUS ON MY STUDIES IN THE SPECIFIC FIELD THAT I WANT TO GO AFTER.,PAYING FOR FOOD,cis man,straight/heterosexual ,Hispanic/Latinx,Don't know,No,California State University (CSU)
R_0SoZp6MdrazOL4J,,"STUDYING MORE IN DEPTH ABOUT SUBJECTS I LIKE, BEING INVOLVED IN RESEARCH, AND MAKING NEW FRIENDS.",HAVING WORK-LIFE BALANCE.,cis woman,straight/heterosexual ,Asian,Bachelor's degree,No,University of California (UC)
R_ut9wORN4ZniFV1D,,THE LEARNING EXPERIENCE,STUDIES,cis man,straight/heterosexual ,Hispanic/Latinx,Did not complete high school,No,California Community College (CCC)
R_ZqVOOJyoPcSDoE9,,"BEING AWAY FROM MY PARENTS AND FOSTERING NEW RELATIONSHIPS, AS WELL AS LEARNING MORE ABOUT A VARIETY OF SUBJECTS.",FITTING IN AND FINDING FRIENDS,prefer not to say,prefer not to say,White/Non-Hispanic,Bachelor's degree,Yes,University of California (UC)
